country	country_code	year_week	new_cases	variant	percent_variant	variant_name	number_cases_ratio	population
Latvia	LV	2020-49	4338	B.1.617.2		delta		1907675.0
Latvia	LV	2020-50	4362	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2020-50	4362	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2020-51	5265	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2020-51	5265	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2020-52	5390	B.1.1.529		omicron		1907675.0
Latvia	LV	2020-52	5390	B.1.617.2		delta		1907675.0
Latvia	LV	2020-53	6167	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2020-53	6167	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-01	7071	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-01	7071	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-02	6096	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-02	6096	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-03	5342	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-03	5342	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-04	5233	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-04	5233	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-05	5559	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-05	5559	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-06	4906	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-06	4906	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-07	4813	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-07	4813	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-08	4667	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-08	4667	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-09	4145	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-09	4145	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-10	3450	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-10	3450	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-11	3628	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-11	3628	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-12	3631	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-12	3631	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-13	3065	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-13	3065	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-14	3503	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-14	3503	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-15	3726	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-15	3726	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-16	3982	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-16	3982	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-17	4434	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-17	4434	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-18	4213	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-18	4213	B.1.617.2	0.3	delta	12.639000000000001	1907675.0
Latvia	LV	2021-19	4015	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-19	4015	B.1.617.2	2.0	delta	80.3	1907675.0
Latvia	LV	2021-20	2967	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-20	2967	B.1.617.2	1.2	delta	35.604	1907675.0
Latvia	LV	2021-21	2153	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-21	2153	B.1.617.2	7.5	delta	161.475	1907675.0
Latvia	LV	2021-22	1714	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-22	1714	B.1.617.2	0.0	delta	0.0	1907675.0
Latvia	LV	2021-23	1218	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-23	1218	B.1.617.2	19.0	delta	231.42000000000002	1907675.0
Latvia	LV	2021-24	780	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-24	780	B.1.617.2	34.4	delta	268.32	1907675.0
Latvia	LV	2021-25	400	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-25	400	B.1.617.2	46.2	delta	184.8	1907675.0
Latvia	LV	2021-26	421	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-26	421	B.1.617.2	62.5	delta	263.125	1907675.0
Latvia	LV	2021-27	268	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-27	268	B.1.617.2	85.7	delta	229.676	1907675.0
Latvia	LV	2021-28	260	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-28	260	B.1.617.2	93.3	delta	242.57999999999998	1907675.0
Latvia	LV	2021-29	322	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-29	322	B.1.617.2	98.4	delta	316.848	1907675.0
Latvia	LV	2021-30	418	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-30	418	B.1.617.2	94.1	delta	393.33799999999997	1907675.0
Latvia	LV	2021-31	522	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-31	522	B.1.617.2	100.0	delta	522.0	1907675.0
Latvia	LV	2021-32	701	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-32	701	B.1.617.2	76.9	delta	539.069	1907675.0
Latvia	LV	2021-33	923	B.1.1.529	0.0	omicron	0.0	1907675.0
Latvia	LV	2021-33	923	B.1.617.2	95.2	delta	878.696	1907675.0
Latvia	LV	2021-34	1274	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-34	1274	B.1.617.2		delta		1907675.0
Latvia	LV	2021-35	2199	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-35	2199	B.1.617.2		delta		1907675.0
Latvia	LV	2021-36	2675	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-36	2675	B.1.617.2		delta		1907675.0
Latvia	LV	2021-37	3367	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-37	3367	B.1.617.2		delta		1907675.0
Latvia	LV	2021-38	4226	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-38	4226	B.1.617.2		delta		1907675.0
Latvia	LV	2021-39	6855	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-39	6855	B.1.617.2		delta		1907675.0
Latvia	LV	2021-40	9635	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-40	9635	B.1.617.2		delta		1907675.0
Latvia	LV	2021-41	14340	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-41	14340	B.1.617.2		delta		1907675.0
Latvia	LV	2021-42	16957	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-42	16957	B.1.617.2		delta		1907675.0
Latvia	LV	2021-43	16566	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-43	16566	B.1.617.2		delta		1907675.0
Latvia	LV	2021-44	12685	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-44	12685	B.1.617.2		delta		1907675.0
Latvia	LV	2021-45	8516	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-45	8516	B.1.617.2		delta		1907675.0
Latvia	LV	2021-46	5776	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-46	5776	B.1.617.2		delta		1907675.0
Latvia	LV	2021-47	6297	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-47	6297	B.1.617.2		delta		1907675.0
Latvia	LV	2021-48	4916	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-48	4916	B.1.617.2		delta		1907675.0
Latvia	LV	2021-49	4615	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-49	4615	B.1.617.2		delta		1907675.0
Latvia	LV	2021-50	5195	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-50	5195	B.1.617.2		delta		1907675.0
Latvia	LV	2021-51	4292	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-51	4292	B.1.617.2		delta		1907675.0
Latvia	LV	2021-52	5590	B.1.1.529		omicron		1907675.0
Latvia	LV	2021-52	5590	B.1.617.2		delta		1907675.0
Latvia	LV	2021-21	2153	B.1.617.2	0.4	delta	8.612	1907675.0
Latvia	LV	2021-22	1714	B.1.617.2	1.0	delta	17.14	1907675.0
Latvia	LV	2021-23	1218	B.1.617.2	3.3	delta	40.194	1907675.0
Latvia	LV	2021-24	780	B.1.617.2	5.9	delta	46.02	1907675.0
Latvia	LV	2021-25	400	B.1.617.2	15.2	delta	60.8	1907675.0
Latvia	LV	2021-26	421	B.1.617.2	17.8	delta	74.938	1907675.0
Latvia	LV	2021-27	268	B.1.617.2	53.8	delta	144.18399999999997	1907675.0
Latvia	LV	2021-28	260	B.1.617.2	81.1	delta	210.85999999999999	1907675.0
Latvia	LV	2021-29	322	B.1.617.2	75.8	delta	244.076	1907675.0
Latvia	LV	2021-30	418	B.1.617.2	95.0	delta	397.09999999999997	1907675.0
Latvia	LV	2021-31	522	B.1.617.2	93.8	delta	489.63599999999997	1907675.0
Latvia	LV	2021-32	701	B.1.617.2	96.6	delta	677.1659999999999	1907675.0
Latvia	LV	2021-33	923	B.1.617.2	98.6	delta	910.078	1907675.0
Latvia	LV	2021-34	1274	B.1.617.2	100.0	delta	1274.0	1907675.0
Latvia	LV	2021-35	2199	B.1.617.2	100.0	delta	2199.0	1907675.0
Latvia	LV	2021-36	2675	B.1.617.2	100.0	delta	2675.0	1907675.0
Latvia	LV	2021-37	3367	B.1.617.2	98.7	delta	3323.229	1907675.0
Latvia	LV	2021-38	4226	B.1.617.2	99.8	delta	4217.548	1907675.0
Latvia	LV	2021-39	6855	B.1.617.2	99.6	delta	6827.58	1907675.0
Latvia	LV	2021-40	9635	B.1.617.2	99.5	delta	9586.825	1907675.0
Latvia	LV	2021-41	14340	B.1.617.2	100.0	delta	14340.0	1907675.0
Latvia	LV	2021-42	16957	B.1.617.2	99.7	delta	16906.129	1907675.0
Latvia	LV	2021-43	16566	B.1.617.2	100.0	delta	16566.0	1907675.0
Latvia	LV	2021-44	12685	B.1.617.2	100.0	delta	12685.0	1907675.0
Latvia	LV	2021-45	8516	B.1.617.2	100.0	delta	8516.0	1907675.0
Latvia	LV	2021-46	5776	B.1.617.2	100.0	delta	5776.0	1907675.0
Latvia	LV	2021-47	6297	B.1.617.2	100.0	delta	6297.0	1907675.0
Latvia	LV	2021-48	4916	B.1.617.2	99.8	delta	4906.168	1907675.0
Latvia	LV	2021-49	4615	B.1.1.529	0.8	omicron	36.92	1907675.0
Latvia	LV	2021-49	4615	B.1.617.2	98.8	delta	4559.62	1907675.0
Latvia	LV	2021-50	5195	B.1.617.2	99.8	delta	5184.61	1907675.0
Latvia	LV	2021-51	4292	B.1.1.529	9.5	omicron	407.74	1907675.0
Latvia	LV	2021-51	4292	B.1.617.2	90.2	delta	3871.384	1907675.0
Latvia	LV	2021-52	5590	B.1.1.529	16.9	omicron	944.7099999999999	1907675.0
Latvia	LV	2021-52	5590	B.1.617.2	81.6	delta	4561.44	1907675.0
Liechtenstein	LI	2020-40	10	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-40	10	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-41	21	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-41	21	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-42	76	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-42	76	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-43	177	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-43	177	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2020-44	196	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-44	196	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-45	199	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-45	199	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-46	186	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-46	186	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-47	166	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-47	166	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2020-48	118	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2020-48	118	B.1.617.2		delta		38747.0
Liechtenstein	LI	2020-49	127	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-49	127	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2020-50	170	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-50	170	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2020-51	216	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-51	216	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2020-52	256	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-52	256	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2020-53	186	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2020-53	186	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-01	122	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-01	122	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-02	50	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-02	50	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-03	63	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-03	63	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-04	43	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-04	43	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-05	29	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-05	29	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-06	14	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-06	14	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-07	11	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-07	11	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-08	26	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-08	26	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-09	16	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-09	16	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-10	20	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-10	20	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-11	20	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-11	20	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-12	32	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-12	32	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-13	33	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-13	33	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-14	57	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-14	57	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-15	69	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-15	69	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-16	62	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-16	62	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-17	61	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-17	61	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-18	28	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-18	28	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-19	16	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-19	16	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-20	10	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-20	10	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-21	13	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-21	13	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-22	9	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-22	9	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-23	3	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-23	3	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-24	3	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-24	3	B.1.617.2	100.0	delta	3.0	38747.0
Liechtenstein	LI	2021-25	6	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-25	6	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-26	11	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-26	11	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-27	11	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-27	11	B.1.617.2	100.0	delta	11.0	38747.0
Liechtenstein	LI	2021-28	12	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-28	12	B.1.617.2	100.0	delta	12.0	38747.0
Liechtenstein	LI	2021-29	7	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-29	7	B.1.617.2	100.0	delta	7.0	38747.0
Liechtenstein	LI	2021-30	9	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-30	9	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-31	14	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-31	14	B.1.617.2	100.0	delta	14.0	38747.0
Liechtenstein	LI	2021-32	60	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-32	60	B.1.617.2	100.0	delta	60.0	38747.0
Liechtenstein	LI	2021-33	67	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-33	67	B.1.617.2	100.0	delta	67.0	38747.0
Liechtenstein	LI	2021-34	37	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-34	37	B.1.617.2	100.0	delta	37.0	38747.0
Liechtenstein	LI	2021-35	66	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-35	66	B.1.617.2	100.0	delta	66.0	38747.0
Liechtenstein	LI	2021-36	56	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-36	56	B.1.617.2	100.0	delta	56.0	38747.0
Liechtenstein	LI	2021-37	32	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-37	32	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-38	27	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-38	27	B.1.617.2	100.0	delta	27.0	38747.0
Liechtenstein	LI	2021-39	5	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-39	5	B.1.617.2	100.0	delta	5.0	38747.0
Liechtenstein	LI	2021-40	12	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-40	12	B.1.617.2	100.0	delta	12.0	38747.0
Liechtenstein	LI	2021-41	35	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-41	35	B.1.617.2	100.0	delta	35.0	38747.0
Liechtenstein	LI	2021-42	41	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-42	41	B.1.617.2	100.0	delta	41.0	38747.0
Liechtenstein	LI	2021-43	40	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-43	40	B.1.617.2	100.0	delta	40.0	38747.0
Liechtenstein	LI	2021-44	95	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-44	95	B.1.617.2	100.0	delta	95.0	38747.0
Liechtenstein	LI	2021-45	148	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-45	148	B.1.617.2	100.0	delta	148.0	38747.0
Liechtenstein	LI	2021-46	392	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-46	392	B.1.617.2	100.0	delta	392.0	38747.0
Liechtenstein	LI	2021-47	352	B.1.1.529	0.0	omicron	0.0	38747.0
Liechtenstein	LI	2021-47	352	B.1.617.2	100.0	delta	352.0	38747.0
Liechtenstein	LI	2021-48	380	B.1.1.529	2.0	omicron	7.6000000000000005	38747.0
Liechtenstein	LI	2021-48	380	B.1.617.2	98.0	delta	372.4	38747.0
Liechtenstein	LI	2021-49	460	B.1.1.529	1.3	omicron	5.98	38747.0
Liechtenstein	LI	2021-49	460	B.1.617.2	98.7	delta	454.02	38747.0
Liechtenstein	LI	2021-50	270	B.1.1.529	14.3	omicron	38.61000000000001	38747.0
Liechtenstein	LI	2021-50	270	B.1.617.2	85.7	delta	231.39	38747.0
Liechtenstein	LI	2021-51	267	B.1.1.529	100.0	omicron	267.0	38747.0
Liechtenstein	LI	2021-51	267	B.1.617.2	0.0	delta	0.0	38747.0
Liechtenstein	LI	2021-52	295	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-52	295	B.1.617.2		delta		38747.0
Liechtenstein	LI	2021-48	380	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-50	270	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-51	267	B.1.1.529		omicron		38747.0
Liechtenstein	LI	2021-52	295	B.1.1.529		omicron		38747.0
Lithuania	LT	2020-40	793	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-40	793	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-41	960	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-41	960	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-42	1478	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-42	1478	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-43	3229	B.1.1.529		omicron		820511.0
Lithuania	LT	2020-43	3229	B.1.617.2		delta		820511.0
Lithuania	LT	2020-44	5590	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-44	5590	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-45	9143	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-45	9143	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-46	10206	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-46	10206	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-47	12323	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-47	12323	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-48	13115	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-48	13115	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-49	14691	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-49	14691	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-50	18977	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-50	18977	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-51	19481	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-51	19481	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-52	17880	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-52	17880	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2020-53	15632	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2020-53	15632	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-01	12460	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-01	12460	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-02	7554	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-02	7554	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-03	6404	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-03	6404	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-04	5438	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-04	5438	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-05	3956	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-05	3956	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-06	3238	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-06	3238	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-07	3252	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-07	3252	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-08	3479	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-08	3479	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-09	2911	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-09	2911	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-10	3079	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-10	3079	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-11	3469	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-11	3469	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-12	4652	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-12	4652	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-13	5600	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-13	5600	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-14	6278	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-14	6278	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-15	7014	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-15	7014	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-16	7262	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-16	7262	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-17	6216	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-17	6216	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-18	9330	B.1.1.529	0.0	omicron	0.0	820511.0
Lithuania	LT	2021-18	9330	B.1.617.2	0.0	delta	0.0	820511.0
Lithuania	LT	2021-19	7083	B.1.1.529	0.0	omicron	0.0	820511.0
